Format Version,1.23,Take Name,Take 2022-04-30 06.22.42 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-30 06.22.42.472 PM,Capture Start Frame,579695,Total Frames in Take,8474,Total Exported Frames,8474,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,SensorHead:Marker1,SensorHead:Marker1,SensorHead:Marker1,SensorHead:Marker2,SensorHead:Marker2,SensorHead:Marker2,SensorHead:Marker3,SensorHead:Marker3,SensorHead:Marker3,SensorHead:Marker4,SensorHead:Marker4,SensorHead:Marker4,Unlabeled 1179,Unlabeled 1179,Unlabeled 1179,Unlabeled 1180,Unlabeled 1180,Unlabeled 1180
,ID,"6E8AF301C8DC11ECB1695D6E8D90CCB9","6E8AF301C8DC11ECB1695D6E8D90CCB9","6E8AF301C8DC11ECB1695D6E8D90CCB9","6E8AF300C8DC11ECB1695D6E8D90CCB9","6E8AF300C8DC11ECB1695D6E8D90CCB9","6E8AF300C8DC11ECB1695D6E8D90CCB9","6E8AF2FFC8DC11ECB1695D6E8D90CCB9","6E8AF2FFC8DC11ECB1695D6E8D90CCB9","6E8AF2FFC8DC11ECB1695D6E8D90CCB9","6E8AF2FEC8DC11ECB1695D6E8D90CCB9","6E8AF2FEC8DC11ECB1695D6E8D90CCB9","6E8AF2FEC8DC11ECB1695D6E8D90CCB9","25B2D9A781AC8D111EC","25B2D9A781AC8D111EC","25B2D9A781AC8D111EC","2512D9A781AC8D111EC","2512D9A781AC8D111EC","2512D9A781AC8D111EC"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
67,0.558000,-1265.436279,1012.121338,697.923828,-1225.398682,1006.758118,770.525940,-1157.219727,1002.559326,766.580200,-1169.376709,1006.195801,642.820740,,,,,,
68,0.566000,-1265.451050,1012.118469,697.911133,-1225.386475,1006.750793,770.535156,-1157.216797,1002.554077,766.579956,-1169.377319,1006.192444,642.820862,,,,,,
69,0.575000,-1265.425171,1012.122498,697.943665,-1225.377563,1006.742004,770.551086,-1157.232788,1002.539307,766.579285,-1169.360718,1006.166199,642.841309,,,,,,
70,0.583000,-1265.434692,1012.109741,697.929565,-1225.358765,1006.741150,770.570251,-1157.229370,1002.528564,766.592957,-1169.368042,1006.182434,642.833374,,,,,,
71,0.591000,-1265.437622,1012.109985,697.937012,-1225.364624,1006.745911,770.560608,-1157.213501,1002.534485,766.591248,-1169.347046,1006.187805,642.841980,,,,,,
72,0.600000,-1265.429321,1012.121094,697.927429,-1225.369385,1006.756775,770.555115,-1157.221558,1002.543091,766.587891,-1169.361694,1006.188538,642.819458,,,,,,
73,0.608000,-1265.446655,1012.107971,697.908325,-1225.377075,1006.758362,770.551147,-1157.233887,1002.545471,766.570923,-1169.355347,1006.207947,642.818787,,,,,,
74,0.616000,-1265.417480,1012.139343,697.946411,-1225.396240,1006.761169,770.535217,-1157.228027,1002.567078,766.565857,-1169.361450,1006.199585,642.836914,,,,,,
75,0.625000,-1265.444702,1012.147766,697.924988,-1225.418091,1006.773499,770.522400,-1157.230957,1002.580750,766.572510,-1169.365479,1006.213440,642.840454,,,,,,
76,0.633000,-1265.445923,1012.154480,697.923889,-1225.425171,1006.771912,770.525269,-1157.234863,1002.592102,766.580017,-1169.376831,1006.231689,642.818176,,,,,,
77,0.641000,-1265.432251,1012.162231,697.932617,-1225.419556,1006.781006,770.509399,-1157.234375,1002.588989,766.572449,-1169.368286,1006.210327,642.822266,,,,,,
78,0.650000,-1265.459106,1012.127502,697.916687,-1225.422974,1006.765137,770.517639,-1157.236206,1002.583130,766.594116,-1169.365845,1006.206543,642.823303,,,,,,
79,0.658000,-1265.433716,1012.124207,697.928467,-1225.414062,1006.778625,770.522827,-1157.231567,1002.568848,766.576599,-1169.360107,1006.192566,642.835388,,,,,,
80,0.666000,-1265.427612,1012.121887,697.925903,-1225.391724,1006.748901,770.536255,-1157.224121,1002.548340,766.589050,-1169.373901,1006.197937,642.816895,,,,,,
81,0.675000,-1265.422363,1012.106750,697.934998,-1225.374878,1006.740234,770.549011,-1157.224609,1002.545105,766.597351,-1169.352905,1006.195190,642.831360,,,,,,
82,0.683000,-1265.436279,1012.112854,697.921265,-1225.377197,1006.735535,770.550476,-1157.208496,1002.549988,766.609619,-1169.360229,1006.194824,642.831055,,,,,,
83,0.691000,-1265.428101,1012.109070,697.952393,-1225.381470,1006.735229,770.543823,-1157.226562,1002.542480,766.599548,-1169.363647,1006.182068,642.833069,,,,,,
84,0.700000,-1265.440552,1012.126465,697.945435,-1225.370117,1006.759399,770.547424,-1157.215698,1002.544617,766.603882,-1169.374023,1006.186462,642.835876,,,,,,
